"month","year","Average_Temperature","state","Precipitation"
"10","2009","62.2","SC","4.79"
"11","2009","55.5","SC","4.63"
"12","2009","44.9","SC","8.05"
"01","2010","40.7","SC","4.92"
"02","2010","41.2","SC","3.34"
"03","2010","52.2","SC","3.06"
"04","2010","64.5","SC","1.34"
"05","2010","73.2","SC","3.60"
"06","2010","81.8","SC","4.51"
"07","2010","82.3","SC","4.86"
"08","2010","81.6","SC","5.96"
"09","2010","76.6","SC","4.91"
"10","2010","64.4","SC","1.47"
"11","2010","54.0","SC","1.23"
"12","2010","38.3","SC","1.99"
"01","2011","40.6","SC","1.87"
"02","2011","50.4","SC","3.40"
"03","2011","55.8","SC","5.02"
"04","2011","65.0","SC","2.87"
"05","2011","71.3","SC","2.95"
"06","2011","80.8","SC","2.62"
"07","2011","82.8","SC","3.89"
"08","2011","81.4","SC","4.27"
"09","2011","74.1","SC","4.27"
"10","2011","61.0","SC","2.25"
"11","2011","55.3","SC","2.85"
"12","2011","50.7","SC","1.95"
"01","2012","48.3","SC","2.19"
"02","2012","50.6","SC","2.23"
"03","2012","63.2","SC","3.64"
"04","2012","64.2","SC","2.55"
"05","2012","72.7","SC","5.72"
"06","2012","74.8","SC","4.17"
"07","2012","82.8","SC","5.51"
"08","2012","78.0","SC","7.45"
"09","2012","73.6","SC","2.54"
"10","2012","63.7","SC","1.77"
"11","2012","50.7","SC","1.46"
"12","2012","51.5","SC","4.54"
"01","2013","50.2","SC","2.48"
"02","2013","46.6","SC","6.20"
"03","2013","48.4","SC","3.35"
"04","2013","62.1","SC","4.70"
"05","2013","67.9","SC","3.56"
"06","2013","77.4","SC","7.70"
"07","2013","78.8","SC","10.38"
"08","2013","77.4","SC","6.40"
"09","2013","73.5","SC","2.04"
"10","2013","64.2","SC","1.16"
"11","2013","51.5","SC","3.16"
"12","2013","49.9","SC","5.26"
"01","2014","39.7","SC","3.15"
"02","2014","48.2","SC","3.31"
"03","2014","50.0","SC","4.34"
"04","2014","63.3","SC","4.24"
"05","2014","71.7","SC","3.97"
"06","2014","78.4","SC","3.43"
"07","2014","79.2","SC","4.62"
"08","2014","78.3","SC","4.31"
"09","2014","74.3","SC","5.47"
"10","2014","65.0","SC","1.81"
"11","2014","49.3","SC","4.44"
"12","2014","49.2","SC","3.94"
"01","2015","43.8","SC","3.56"
"02","2015","41.0","SC","4.06"
"03","2015","56.4","SC","3.18"
"04","2015","64.8","SC","4.47"
"05","2015","71.6","SC","1.63"
"06","2015","80.5","SC","4.12"
"07","2015","82.2","SC","3.47"
"08","2015","79.5","SC","5.71"
"09","2015","74.3","SC","4.35"
"10","2015","63.3","SC","12.17"
"11","2015","58.0","SC","7.24"
"12","2015","58.5","SC","6.70"
"01","1895","25.9","RI","4.08"
"02","1895","21.6","RI","0.95"
"03","1895","33.2","RI","3.16"
"04","1895","44.6","RI","4.84"
"05","1895","57.8","RI","2.91"
"06","1895","66.7","RI","2.42"
"07","1895","66.6","RI","4.13"
"08","1895","68.7","RI","3.79"
"09","1895","63.9","RI","2.22"
"10","1895","46.5","RI","6.64"
"11","1895","43.3","RI","6.51"
"12","1895","33.9","RI","3.17"
"01","1896","23.2","RI","2.11"
"02","1896","27.8","RI","6.15"
"03","1896","30.4","RI","5.61"
"04","1896","47.4","RI","1.25"
"05","1896","59.8","RI","2.68"
"06","1896","63.3","RI","3.42"
"07","1896","70.3","RI","3.07"
"08","1896","69.0","RI","3.35"
"09","1896","60.4","RI","7.54"
"10","1896","48.0","RI","3.41"
"11","1896","44.5","RI","3.39"
"12","1896","27.9","RI","2.33"
"01","1897","25.8","RI","4.34"
"02","1897","27.6","RI","2.68"
"03","1897","35.3","RI","3.46"
"04","1897","46.1","RI","3.81"
"05","1897","56.0","RI","4.14"
"06","1897","60.9","RI","3.58"
"07","1897","69.9","RI","6.25"
"08","1897","66.7","RI","4.88"
"09","1897","60.2","RI","2.16"
"10","1897","51.6","RI","0.90"
"11","1897","39.4","RI","8.08"
"12","1897","31.6","RI","5.17"
"01","1898","27.0","RI","4.81"
"02","1898","30.1","RI","5.41"
"03","1898","40.9","RI","2.88"
"04","1898","42.5","RI","5.60"
"05","1898","54.7","RI","4.92"
"06","1898","64.5","RI","1.61"
"07","1898","69.9","RI","6.47"
"08","1898","70.3","RI","7.64"
"09","1898","64.1","RI","2.36"
"10","1898","52.3","RI","8.64"
"11","1898","39.7","RI","7.32"
"12","1898","29.7","RI","2.54"
"01","1899","26.9","RI","5.03"
"02","1899","23.4","RI","4.75"
"03","1899","32.9","RI","7.83"
"04","1899","45.3","RI","2.21"
"05","1899","55.8","RI","1.76"
"06","1899","67.2","RI","2.85"
"07","1899","69.5","RI","3.43"
"08","1899","67.6","RI","3.49"
"09","1899","60.0","RI","6.40"
"10","1899","52.5","RI","2.42"
"11","1899","39.4","RI","2.05"
"12","1899","32.7","RI","1.66"
"01","1900","27.6","RI","4.49"
"02","1900","26.7","RI","6.83"
"03","1900","31.7","RI","5.30"
"04","1900","45.8","RI","2.66"
"05","1900","54.2","RI","4.91"
"06","1900","65.2","RI","2.17"
"07","1900","71.2","RI","2.62"
"08","1900","69.8","RI","2.22"
"09","1900","63.9","RI","3.33"
"10","1900","55.0","RI","3.89"
"11","1900","42.2","RI","5.19"
"12","1900","30.3","RI","2.80"
"01","1901","25.6","RI","2.21"
"02","1901","21.0","RI","0.99"
"03","1901","34.4","RI","7.41"
"04","1901","43.8","RI","9.08"
"05","1901","53.8","RI","6.79"
"06","1901","65.2","RI","1.62"
"07","1901","71.7","RI","3.88"
"08","1901","69.1","RI","3.39"
"09","1901","63.0","RI","4.16"
"10","1901","51.2","RI","2.78"
"11","1901","34.7","RI","2.56"
"12","1901","29.6","RI","9.49"
"01","1902","24.7","RI","2.35"
"02","1902","26.0","RI","5.60"
"03","1902","40.7","RI","6.22"
"04","1902","46.1","RI","3.91"
"05","1902","55.1","RI","1.30"
"06","1902","62.5","RI","3.70"
"07","1902","66.2","RI","3.26"
"08","1902","65.8","RI","1.85"
"09","1902","61.2","RI","4.23"
"10","1902","51.4","RI","4.74"
"11","1902","44.1","RI","1.60"
"12","1902","26.8","RI","6.40"
"01","1903","26.8","RI","4.44"
"02","1903","29.0","RI","5.64"
"03","1903","42.6","RI","7.49"
"04","1903","45.7","RI","3.95"
"05","1903","57.6","RI","0.71"
"06","1903","58.6","RI","6.09"
"07","1903","69.0","RI","3.20"
"08","1903","62.9","RI","5.11"
"09","1903","61.2","RI","1.03"
"10","1903","51.6","RI","3.92"
"11","1903","37.1","RI","2.03"
"12","1903","25.2","RI","3.42"
"01","1904","19.5","RI","4.86"
"02","1904","20.2","RI","3.55"
"03","1904","32.7","RI","2.73"
"04","1904","43.0","RI","8.55"
"05","1904","58.8","RI","2.73"
"06","1904","62.1","RI","3.65"
"07","1904","68.7","RI","2.28"
"08","1904","65.9","RI","5.62"
"09","1904","60.2","RI","3.10"
"10","1904","47.9","RI","1.94"
"11","1904","35.1","RI","2.26"
"12","1904","22.9","RI","3.84"
"01","1905","23.0","RI","3.99"
"02","1905","20.4","RI","1.92"
"03","1905","34.3","RI","2.92"
"04","1905","44.7","RI","2.60"
"05","1905","55.5","RI","1.40"
"06","1905","62.7","RI","5.49"
"07","1905","70.5","RI","3.15"
"08","1905","65.9","RI","4.12"
"09","1905","60.0","RI","5.41"
"10","1905","51.4","RI","1.89"
"11","1905","38.6","RI","2.95"
"12","1905","32.5","RI","4.49"
"01","1906","32.4","RI","3.82"
"02","1906","27.8","RI","3.75"
"03","1906","30.3","RI","5.80"
"04","1906","45.3","RI","3.18"
"05","1906","56.3","RI","4.47"
"06","1906","64.2","RI","3.48"
"07","1906","68.4","RI","4.46"
"08","1906","70.1","RI","1.98"
"09","1906","62.9","RI","3.34"
"10","1906","51.5","RI","4.89"
"11","1906","39.2","RI","2.76"
"12","1906","27.1","RI","4.43"
"01","1907","25.6","RI","3.44"
"02","1907","19.1","RI","3.03"
"03","1907","36.0","RI","2.36"
"04","1907","41.0","RI","3.34"
"05","1907","50.2","RI","4.33"
"06","1907","61.1","RI","2.70"
"07","1907","69.6","RI","1.14"
"08","1907","66.5","RI","1.33"
"09","1907","62.3","RI","7.31"
"10","1907","46.8","RI","3.44"
"11","1907","40.2","RI","6.76"
"12","1907","33.4","RI","6.19"
"01","1908","28.3","RI","3.45"
"02","1908","24.0","RI","4.96"
"03","1908","36.1","RI","3.87"
"04","1908","44.8","RI","2.11"
"05","1908","57.4","RI","5.05"
"06","1908","65.8","RI","2.32"
"07","1908","71.3","RI","2.80"
"08","1908","66.6","RI","5.70"
"09","1908","62.4","RI","1.04"
"10","1908","53.9","RI","4.25"
"11","1908","39.9","RI","1.15"
"12","1908","30.5","RI","4.11"
"01","1909","28.6","RI","4.36"
"02","1909","30.7","RI","6.17"
"03","1909","33.7","RI","3.71"
"04","1909","44.3","RI","5.64"
"05","1909","54.3","RI","2.81"
"06","1909","65.1","RI","2.41"
"07","1909","67.6","RI","1.31"
"08","1909","66.5","RI","2.67"
"09","1909","60.5","RI","4.33"
"10","1909","49.5","RI","1.82"
"11","1909","43.3","RI","3.28"
"12","1909","27.2","RI","3.69"
"01","1910","28.7","RI","5.98"
"02","1910","26.8","RI","4.45"
"03","1910","39.3","RI","1.55"
"04","1910","49.6","RI","2.24"
"05","1910","54.8","RI","2.60"
"06","1910","62.8","RI","4.59"
"07","1910","71.2","RI","2.58"
"08","1910","66.1","RI","3.23"
"09","1910","60.8","RI","2.51"
"10","1910","52.6","RI","1.82"
"11","1910","37.6","RI","4.31"
"12","1910","24.0","RI","2.74"
"01","1911","29.4","RI","3.68"
"02","1911","24.6","RI","2.45"
"03","1911","32.2","RI","3.62"
"04","1911","42.2","RI","3.81"
"05","1911","59.3","RI","1.50"
"06","1911","63.5","RI","2.37"
"07","1911","72.2","RI","3.83"
"08","1911","66.9","RI","5.19"
"09","1911","60.2","RI","2.53"
"10","1911","49.6","RI","3.98"
"11","1911","38.9","RI","6.95"
"12","1911","35.7","RI","3.90"
"01","1912","18.6","RI","3.65"
"02","1912","23.9","RI","3.07"
"03","1912","33.0","RI","7.89"
"04","1912","44.8","RI","4.02"
"05","1912","56.0","RI","4.37"
"06","1912","63.9","RI","0.55"
"07","1912","69.6","RI","2.62"
"08","1912","65.5","RI","4.62"
"09","1912","60.6","RI","2.16"
"10","1912","53.3","RI","1.77"
"11","1912","41.6","RI","4.05"
"12","1912","34.8","RI","5.94"
"01","1913","35.8","RI","3.89"
"02","1913","25.3","RI","3.18"
"03","1913","39.4","RI","4.60"
"04","1913","46.0","RI","6.00"
"05","1913","53.6","RI","2.39"
"06","1913","63.4","RI","1.46"
"07","1913","70.2","RI","2.76"
"08","1913","67.4","RI","3.38"
"09","1913","59.0","RI","3.20"
"10","1913","54.7","RI","7.68"
"11","1913","43.1","RI","2.33"
"12","1913","34.5","RI","4.31"
"01","1914","26.5","RI","3.55"
"02","1914","21.9","RI","3.39"
"03","1914","33.4","RI","4.19"
"04","1914","42.9","RI","4.88"
"05","1914","57.8","RI","2.56"
"06","1914","63.6","RI","1.11"
"07","1914","65.9","RI","4.03"
"08","1914","67.9","RI","3.02"
"09","1914","61.1","RI","0.87"
"10","1914","54.2","RI","2.87"
"11","1914","39.4","RI","2.76"
"12","1914","27.8","RI","4.45"
"01","1915","29.4","RI","9.23"
"02","1915","30.8","RI","4.42"
"03","1915","32.8","RI","0.14"
"04","1915","48.1","RI","1.83"
"05","1915","53.6","RI","2.37"
"06","1915","62.2","RI","1.64"
"07","1915","68.0","RI","3.95"
"08","1915","66.2","RI","6.57"
"09","1915","64.0","RI","1.99"
"10","1915","51.8","RI","3.46"
"11","1915","41.0","RI","2.71"
"12","1915","29.6","RI","5.21"
"01","1916","31.0","RI","1.58"
"02","1916","23.6","RI","5.25"
"03","1916","27.8","RI","3.67"
"04","1916","43.4","RI","3.99"
"05","1916","55.9","RI","4.15"
"06","1916","60.9","RI","4.78"
"07","1916","70.0","RI","9.09"
"08","1916","69.2","RI","2.08"
"09","1916","62.1","RI","1.80"
"10","1916","52.6","RI","2.59"
"11","1916","39.7","RI","2.83"
"12","1916","29.7","RI","3.34"
"01","1917","27.6","RI","3.36"
"02","1917","23.8","RI","2.53"
"03","1917","34.5","RI","5.45"
"04","1917","42.5","RI","2.87"
"05","1917","48.9","RI","4.24"
"06","1917","64.0","RI","4.87"
"07","1917","71.0","RI","1.51"
"08","1917","70.7","RI","5.45"
"09","1917","57.5","RI","2.67"
"10","1917","48.5","RI","5.75"
"11","1917","35.9","RI","0.57"
"12","1917","22.1","RI","3.04"
"01","1918","18.4","RI","3.51"
"02","1918","24.5","RI","3.74"
"03","1918","35.1","RI","2.47"
"04","1918","45.4","RI","4.70"
"05","1918","59.8","RI","2.07"
"06","1918","61.7","RI","4.01"
"07","1918","69.2","RI","3.26"
"08","1918","69.3","RI","2.52"
"09","1918","58.8","RI","6.32"
"10","1918","53.2","RI","1.26"
"11","1918","41.0","RI","2.66"
"12","1918","31.2","RI","4.12"
"01","1919","29.8","RI","4.78"
"02","1919","28.8","RI","3.81"
"03","1919","37.5","RI","5.26"
"04","1919","44.0","RI","3.67"
"05","1919","56.2","RI","5.26"
"06","1919","65.2","RI","2.20"
"07","1919","70.8","RI","5.20"
"08","1919","65.5","RI","7.03"
"09","1919","61.6","RI","6.42"
"10","1919","53.4","RI","2.69"
"11","1919","40.2","RI","4.20"
"12","1919","25.3","RI","2.81"
"01","1920","18.8","RI","3.28"
"02","1920","23.9","RI","5.43"
"03","1920","35.8","RI","4.58"
"04","1920","42.8","RI","5.61"
"05","1920","52.7","RI","4.63"
"06","1920","62.4","RI","7.36"
"07","1920","68.3","RI","2.93"
"08","1920","69.6","RI","2.87"
"09","1920","62.7","RI","2.62"
"10","1920","55.9","RI","1.81"
"11","1920","38.3","RI","4.93"
"12","1920","32.4","RI","5.15"
"01","1921","28.4","RI","2.78"
"02","1921","29.4","RI","2.64"
"03","1921","42.7","RI","3.42"
"04","1921","50.1","RI","4.42"
"05","1921","55.5","RI","3.60"
"06","1921","64.9","RI","3.20"
"07","1921","71.2","RI","6.60"
"08","1921","65.6","RI","2.50"
"09","1921","65.2","RI","1.58"
"10","1921","51.8","RI","1.20"
"11","1921","39.1","RI","7.39"
"12","1921","28.5","RI","2.73"
"01","1922","23.9","RI","1.91"
"02","1922","28.3","RI","3.13"
"03","1922","36.9","RI","5.03"
"04","1922","45.8","RI","2.57"
"05","1922","58.3","RI","4.87"
"06","1922","66.1","RI","6.38"
"07","1922","68.4","RI","3.97"
"08","1922","67.0","RI","8.85"
"09","1922","62.2","RI","2.16"
"10","1922","52.0","RI","3.25"
"11","1922","39.8","RI","1.17"
"12","1922","27.8","RI","3.63"
"01","1923","23.0","RI","7.22"
"02","1923","20.0","RI","1.95"
"03","1923","30.7","RI","4.63"
"04","1923","45.1","RI","5.88"
"05","1923","54.4","RI","1.28"
"06","1923","65.9","RI","3.63"
"07","1923","66.8","RI","2.68"
"08","1923","65.3","RI","2.47"
"09","1923","62.2","RI","2.36"
"10","1923","51.1","RI","6.23"
"11","1923","40.5","RI","3.71"
"12","1923","36.7","RI","6.05"
"01","1924","28.5","RI","4.93"
"02","1924","23.1","RI","3.42"
"03","1924","34.0","RI","2.02"
"04","1924","44.2","RI","5.94"
"05","1924","52.9","RI","4.22"
"06","1924","62.2","RI","1.75"
"07","1924","69.3","RI","1.38"
"08","1924","67.8","RI","7.13"
"09","1924","58.9","RI","4.63"
"10","1924","50.6","RI","0.25"
"11","1924","40.6","RI","2.13"
"12","1924","28.0","RI","2.54"
"01","1925","24.3","RI","4.00"
"02","1925","34.6","RI","2.10"
"03","1925","38.8","RI","4.26"
"04","1925","46.6","RI","2.47"
"05","1925","53.8","RI","3.20"
"06","1925","67.7","RI","3.04"
"07","1925","68.3","RI","3.82"
"08","1925","67.7","RI","2.82"
"09","1925","61.7","RI","3.99"
"10","1925","45.6","RI","4.93"
"11","1925","39.8","RI","4.26"
"12","1925","30.7","RI","5.13"
"01","1926","27.5","RI","2.68"
"02","1926","24.7","RI","5.31"
"03","1926","31.2","RI","2.99"
"04","1926","41.8","RI","2.22"
"05","1926","53.6","RI","3.20"
"06","1926","60.3","RI","1.96"
"07","1926","68.1","RI","3.55"
"08","1926","68.2","RI","4.46"
"09","1926","59.6","RI","1.59"
"10","1926","49.6","RI","4.81"
"11","1926","41.2","RI","5.78"
"12","1926","24.9","RI","3.79"
"01","1927","26.5","RI","3.04"
"02","1927","30.5","RI","2.88"
"03","1927","38.3","RI","1.77"
"04","1927","44.3","RI","1.82"
"05","1927","53.2","RI","2.89"
"06","1927","61.3","RI","3.77"
"07","1927","69.1","RI","4.51"
"08","1927","64.7","RI","10.54"
"09","1927","61.8","RI","3.60"
"10","1927","54.7","RI","5.12"
"11","1927","45.3","RI","6.18"
"12","1927","32.9","RI","5.75"
"01","1928","29.4","RI","2.72"
"02","1928","27.0","RI","3.66"
"03","1928","33.8","RI","2.51"
"04","1928","43.0","RI","4.99"
"05","1928","53.6","RI","1.50"
"06","1928","62.1","RI","4.99"
"07","1928","70.4","RI","4.68"
"08","1928","71.1","RI","2.43"
"09","1928","59.1","RI","3.97"
"10","1928","52.5","RI","3.62"
"11","1928","41.2","RI","1.86"
"12","1928","34.1","RI","2.85"
"01","1929","25.8","RI","4.23"
"02","1929","28.1","RI","3.94"
"03","1929","38.8","RI","3.81"
"04","1929","44.8","RI","7.44"
"05","1929","56.6","RI","3.88"
"06","1929","65.1","RI","1.35"
"07","1929","68.9","RI","2.25"
"08","1929","66.2","RI","3.95"
"09","1929","62.6","RI","3.87"
"10","1929","49.6","RI","3.16"
"11","1929","40.9","RI","3.10"
"12","1929","29.4","RI","4.50"
"01","1930","28.3","RI","2.84"
"02","1930","31.0","RI","3.00"
"03","1930","36.1","RI","2.99"
"04","1930","44.8","RI","1.58"
"05","1930","58.3","RI","2.87"
"06","1930","69.0","RI","2.30"
"07","1930","70.8","RI","3.19"
"08","1930","67.6","RI","2.39"
"09","1930","66.3","RI","1.03"
"10","1930","49.8","RI","4.03"
"11","1930","41.5","RI","3.74"
"12","1930","30.5","RI","3.05"
"01","1931","27.1","RI","3.49"
"02","1931","28.0","RI","2.28"
"03","1931","36.3","RI","5.95"
"04","1931","46.4","RI","2.73"
"05","1931","56.8","RI","3.96"
"06","1931","64.4","RI","6.12"
"07","1931","71.4","RI","3.51"
"08","1931","69.6","RI","4.88"
"09","1931","65.2","RI","1.39"
"10","1931","54.7","RI","2.84"
"11","1931","45.6","RI","1.03"
"12","1931","34.7","RI","3.33"
"01","1932","36.5","RI","5.26"
"02","1932","29.6","RI","2.17"
"03","1932","33.7","RI","5.24"
"04","1932","44.6","RI","1.88"
"05","1932","56.6","RI","2.23"
"06","1932","63.5","RI","2.71"
"07","1932","68.2","RI","2.46"
"08","1932","68.9","RI","5.22"
"09","1932","61.9","RI","7.54"
"10","1932","53.2","RI","6.23"
"11","1932","39.8","RI","6.18"
"12","1932","33.7","RI","2.10"
"01","1933","34.8","RI","2.26"
"02","1933","30.8","RI","3.96"
"03","1933","34.1","RI","5.78"
"04","1933","44.6","RI","6.67"
"05","1933","58.5","RI","2.24"
"06","1933","65.6","RI","2.08"
"07","1933","68.3","RI","2.09"
"08","1933","68.6","RI","4.43"
"09","1933","63.0","RI","8.75"
"10","1933","50.8","RI","3.11"
"11","1933","36.2","RI","1.94"
"12","1933","26.6","RI","3.55"
"01","1934","28.2","RI","3.77"
"02","1934","15.2","RI","3.48"
"03","1934","33.2","RI","3.81"
"04","1934","45.6","RI","5.01"
"05","1934","57.9","RI","3.77"
"06","1934","65.9","RI","3.73"
"07","1934","71.2","RI","1.75"
"08","1934","65.6","RI","2.29"
"09","1934","64.0","RI","5.08"
"10","1934","48.2","RI","3.67"
"11","1934","43.3","RI","3.64"
"12","1934","28.4","RI","3.89"
"01","1935","22.8","RI","5.78"
"02","1935","26.1","RI","2.86"
"03","1935","38.0","RI","2.07"
"04","1935","44.8","RI","3.82"
"05","1935","53.6","RI","2.01"
"06","1935","63.5","RI","5.29"
"07","1935","71.4","RI","3.31"
"08","1935","68.6","RI","1.65"
"09","1935","60.1","RI","4.31"
"10","1935","50.8","RI","0.93"
"11","1935","44.2","RI","5.32"
"12","1935","25.9","RI","1.19"
"01","1936","25.1","RI","7.30"
"02","1936","21.1","RI","2.70"
"03","1936","41.2","RI","8.32"
"04","1936","42.9","RI","3.41"
"05","1936","57.9","RI","1.81"
"06","1936","64.4","RI","3.60"
"07","1936","68.2","RI","1.84"
"08","1936","68.5","RI","5.06"
"09","1936","61.7","RI","6.23"
"10","1936","52.0","RI","3.41"
"11","1936","37.4","RI","1.37"
"12","1936","33.8","RI","9.36"
"01","1937","35.6","RI","4.70"
"02","1937","32.2","RI","1.86"
"03","1937","32.1","RI","3.81"
"04","1937","43.6","RI","4.84"
"05","1937","57.3","RI","2.91"
"06","1937","65.0","RI","4.13"
"07","1937","70.1","RI","1.78"
"08","1937","72.4","RI","5.04"
"09","1937","60.2","RI","3.44"
"10","1937","49.7","RI","3.93"
"11","1937","40.6","RI","6.05"
"12","1937","29.1","RI","3.50"
"01","1938","25.4","RI","4.65"
"02","1938","29.9","RI","2.74"
"03","1938","37.5","RI","2.55"
"04","1938","46.8","RI","2.89"
"05","1938","53.6","RI","4.22"
"06","1938","64.0","RI","7.34"
"07","1938","70.3","RI","6.98"
"08","1938","71.1","RI","3.50"
"09","1938","60.3","RI","7.63"
"10","1938","54.0","RI","3.04"
"11","1938","43.0","RI","3.44"
"12","1938","32.0","RI","3.71"
"01","1939","26.2","RI","3.06"
"02","1939","31.3","RI","4.57"
"03","1939","32.9","RI","5.11"
"04","1939","42.8","RI","4.89"
"05","1939","56.3","RI","1.03"
"06","1939","63.8","RI","3.28"
"07","1939","69.3","RI","1.19"
"08","1939","71.9","RI","6.52"
"09","1939","61.1","RI","2.36"
"10","1939","51.9","RI","5.06"
"11","1939","37.6","RI","1.17"
"12","1939","31.3","RI","3.10"
"01","1940","19.8","RI","2.69"
"02","1940","27.9","RI","3.89"
"03","1940","31.0","RI","4.44"
"04","1940","41.9","RI","6.15"
"05","1940","55.0","RI","4.67"
"06","1940","63.0","RI","2.19"
"07","1940","69.5","RI","3.85"
"08","1940","65.2","RI","1.19"
"09","1940","60.3","RI","3.21"
"10","1940","47.4","RI","1.81"
"11","1940","40.3","RI","6.95"
"12","1940","33.2","RI","2.66"
"01","1941","24.5","RI","2.97"
"02","1941","27.4","RI","2.18"
"03","1941","31.6","RI","2.41"
"04","1941","49.9","RI","1.62"
"05","1941","57.2","RI","2.56"
"06","1941","65.0","RI","5.13"
"07","1941","69.8","RI","4.12"
"08","1941","67.2","RI","2.62"
"09","1941","63.0","RI","0.71"
"10","1941","53.6","RI","2.15"
"11","1941","44.3","RI","2.80"
"12","1941","34.0","RI","3.34"
"01","1942","25.7","RI","4.10"
"02","1942","26.2","RI","3.22"
"03","1942","39.0","RI","7.56"
"04","1942","47.4","RI","0.85"
"05","1942","60.0","RI","1.97"
"06","1942","65.1","RI","3.44"
"07","1942","69.5","RI","4.53"
"08","1942","67.8","RI","5.12"
"09","1942","62.5","RI","2.03"
"10","1942","52.7","RI","3.68"
"11","1942","41.0","RI","5.43"
"12","1942","26.6","RI","5.74"
"01","1943","25.0","RI","3.43"
"02","1943","28.2","RI","1.70"
"03","1943","34.6","RI","3.61"
"04","1943","40.9","RI","3.44"
"05","1943","56.4","RI","4.13"
"06","1943","68.4","RI","1.75"
"07","1943","71.0","RI","3.23"
"08","1943","68.5","RI","2.21"
"09","1943","61.6","RI","1.15"
"10","1943","52.0","RI","4.94"
"11","1943","40.7","RI","3.55"
"12","1943","27.1","RI","1.41"
"01","1944","28.8","RI","2.05"
"02","1944","27.6","RI","2.16"
"03","1944","33.2","RI","5.04"
"04","1944","43.3","RI","4.04"
"05","1944","61.2","RI","0.90"
"06","1944","65.3","RI","3.39"
"07","1944","71.9","RI","1.03"
"08","1944","71.4","RI","1.64"
"09","1944","63.6","RI","7.36"
"10","1944","51.4","RI","2.26"
"11","1944","40.6","RI","7.71"
"12","1944","28.9","RI","3.11"
"01","1945","22.0","RI","3.26"
"02","1945","28.1","RI","3.77"
"03","1945","44.2","RI","2.49"
"04","1945","50.8","RI","2.88"
"05","1945","53.5","RI","4.95"
"06","1945","64.7","RI","4.13"
"07","1945","70.4","RI","2.11"
"08","1945","67.7","RI","3.36"
"09","1945","65.7","RI","1.90"
"10","1945","50.5","RI","2.59"
"11","1945","42.8","RI","7.08"
"12","1945","25.6","RI","6.37"
"01","1946","27.6","RI","3.46"
"02","1946","26.0","RI","2.62"
"03","1946","43.9","RI","1.91"
"04","1946","44.1","RI","2.57"
"05","1946","55.0","RI","4.90"
"06","1946","64.2","RI","3.41"
"07","1946","68.3","RI","2.19"
"08","1946","65.5","RI","10.60"
"09","1946","63.7","RI","2.51"
"10","1946","55.5","RI","0.58"
"11","1946","45.1","RI","1.30"
"12","1946","32.8","RI","3.66"
"01","1947","31.1","RI","3.15"
"02","1947","27.4","RI","1.75"
"03","1947","34.8","RI","2.99"
"04","1947","44.6","RI","4.94"
"05","1947","54.8","RI","4.32"
"06","1947","61.8","RI","3.94"
"07","1947","71.3","RI","4.25"
"08","1947","70.6","RI","2.23"
"09","1947","62.5","RI","3.71"
"10","1947","57.7","RI","2.51"
"11","1947","38.7","RI","4.81"
"12","1947","28.4","RI","3.43"
"01","1948","21.5","RI","4.74"
"02","1948","24.4","RI","1.88"
"03","1948","36.1","RI","4.09"
"04","1948","45.8","RI","3.98"
"05","1948","54.1","RI","8.86"
"06","1948","62.4","RI","3.25"
"07","1948","71.1","RI","3.89"
"08","1948","70.6","RI","1.97"
"09","1948","63.1","RI","1.07"
"10","1948","51.4","RI","3.94"
"11","1948","46.6","RI","5.57"
"12","1948","33.6","RI","2.51"
"01","1949","33.8","RI","4.56"
"02","1949","33.2","RI","3.50"
"03","1949","37.3","RI","2.69"
"04","1949","48.5","RI","4.30"
"05","1949","56.9","RI","3.33"
"06","1949","67.9","RI","0.15"
"07","1949","74.3","RI","1.52"
"08","1949","71.4","RI","2.94"
"09","1949","61.1","RI","4.29"
"10","1949","56.0","RI","1.82"
"11","1949","40.7","RI","3.23"
"12","1949","34.2","RI","2.66"
"01","1950","35.4","RI","3.59"
"02","1950","26.7","RI","3.87"
"03","1950","32.1","RI","3.52"
"04","1950","43.7","RI","3.10"
"05","1950","53.7","RI","3.02"
"06","1950","64.4","RI","2.42"
"07","1950","70.1","RI","1.73"
"08","1950","67.7","RI","4.51"
"09","1950","59.1","RI","1.72"
"10","1950","53.8","RI","2.00"
"11","1950","44.5","RI","5.96"
"12","1950","32.8","RI","3.80"
"01","1951","31.9","RI","3.88"
"02","1951","32.8","RI","3.87"
"03","1951","37.6","RI","4.74"
"04","1951","48.6","RI","3.29"
"05","1951","56.8","RI","4.22"
"06","1951","63.6","RI","2.28"
"07","1951","71.1","RI","1.82"
"08","1951","68.5","RI","3.42"
"09","1951","62.6","RI","2.00"
"10","1951","53.0","RI","3.29"
"11","1951","39.8","RI","7.75"
"12","1951","33.4","RI","4.83"
"01","1952","31.5","RI","4.68"
"02","1952","30.9","RI","3.55"
"03","1952","35.6","RI","4.40"
"04","1952","48.7","RI","3.80"
"05","1952","55.2","RI","3.65"
"06","1952","67.0","RI","3.18"
"07","1952","74.7","RI","0.70"
"08","1952","69.7","RI","8.50"
"09","1952","63.2","RI","1.93"
"10","1952","50.1","RI","1.41"
"11","1952","42.3","RI","2.22"
"12","1952","33.5","RI","3.70"
"01","1953","32.8","RI","5.99"
"02","1953","33.5","RI","4.38"
"03","1953","38.2","RI","8.81"
"04","1953","46.9","RI","5.98"
"05","1953","57.4","RI","3.81"
